Name,Categories,ReviewsNum,Rating,Zip,Latitude,Longitude,Address
Pizza Garden,"Pizza, Salad, Chicken Wings",107,3.5,93436,34.6546252,-120.457832,"1017 N H St Lompoc, CA 93436"
Santa Ynez Cafe,"Coffee & Tea, Juice Bars & Smoothies, American (Traditional)",106,4,93463,34.599428,-120.128415,"606 Alamo Pintado Rd Ste 1 Solvang, CA 93463"
Phoevermore,Vietnamese,105,4,93013,34.39620139,-119.514109,"1017 Casitas Pass Rd Carpinteria, CA 93013"
Mi Amore Pizza and Pasta,"Pizza, Italian",105,4,93436,34.66041836,-120.459093,"1321 N H St Ste M Lompoc, CA 93436"
New Frontiers Natural Marketplace,"Grocery, Health Markets, Delis",105,4.5,93463,34.598915,-120.129164,"1984 Old Mission Dr Solvang, CA 93463"
Antonio's Pizza,"Pizza, Burgers, Sandwiches",104,4,93427,34.609303,-120.185963,"280 E Hwy 246 Buellton, CA 93427"
Morrell’s Farm Fresh Dining,American (Traditional),104,4.5,93427,34.61076,-120.18958,"225 McMurray Rd Unit E Buellton, CA 93427"
Cups & Crumbs,"Creperies, Coffee & Tea, Breakfast & Brunch",103,4.5,93455,34.86442,-120.44695,"156 Broadway St Unit B Orcutt, CA 93455"
Captain Fatty's Brewery,Breweries,102,4.5,93117,34.439349,-119.851617,"6489 Calle Real Ste D Goleta, CA 93117"
Reyes Market,Mexican,102,4,93013,34.40059,-119.52085,"4795 Carpinteria Ave Carpinteria, CA 93013"
Red Kettle Coffee,Coffee & Tea,102,4.5,93067,34.42156104,-119.6012064,"2275 Ortega Hill Rd Ste A Summerland, CA 93067"
Meet Up Restaurant,Chinese,102,4,93105,34.42661,-119.73444,"2251 Las Positas Rd Santa Barbara, CA 93105"
Thai Cuisine,Thai,102,4,93436,34.6523442,-120.4589751,"920 N I St Lompoc, CA 93436"
Rincon Beach Bar,"Cocktail Bars, Tapas/Small Plates, Beer Bar",101,4.5,93013,34.4064015,-119.5477233,"3805 Santa Claus Ln Carpinteria, CA 93013"
Cajun Kitchen Cafe,"Breakfast & Brunch, Cajun/Creole",101,4,93117,34.44113647,-119.8316262,"6025 Calle Real Goleta, CA 93117"
La Unica,Mexican,101,3.5,93454,34.9141562,-120.4350913,"2530 S Broadway G Santa Maria, CA 93454"
California Roll & Sushi,"Sushi Bars, Japanese",97,3.5,93454,34.95277,-120.43068,"416 E Main St Santa Maria, CA 93454"
The Bread Shop,"Bakeries, Bagels, Sandwiches",96,4.5,93463,34.59535,-120.14221,"473 Atterdag Rd Solvang, CA 93463"
Panda Express,"Chinese, Fast Food",96,2,93436,34.6614635,-120.4580455,"1405 N H St Lompoc, CA 93436"
Jersey Mike's Subs,"Sandwiches, Fast Food, Delis",96,3,93455,34.917109,-120.420658,"2358 S Bradley Rd Crossroads At Santa Maria Shopping Ctr Santa Maria, CA 93455"
Pizza Online Company,"Pizza, Bubble Tea, Sandwiches",95,4.5,93117,34.44167781,-119.8252902,"5756 Calle Real Goleta, CA 93117"
Blaze Pizza,Pizza,95,3.5,93454,34.9238563,-120.4236579,"715 E Bettaravia Rd Santa Maria, CA 93454"
Phresh Teas,"Bubble Tea, Coffee & Tea, Taiwanese",95,4,93117,34.43563987,-119.8203959,"5599 Hollister Ave Unit B & C Goleta, CA 93117"
Boba House,"Juice Bars & Smoothies, Chinese",95,4,93458,34.92253288,-120.4377779,"2047 S Broadway Ste B Santa Maria, CA 93458"
Deja Vu Cafe IV,"Burgers, Fast Food",95,2.5,93117,34.41168594,-119.8567505,"966 Embarcadero Del Mar Goleta, CA 93117"
Mesa Burger - Goleta,"Burgers, American (Traditional)",94,4,93117,34.429448,-119.871991,"7010 Market Pl Dr Goleta, CA 93117"
Hamasato Japanese Restaurants,"Japanese, Sushi Bars",94,4,93454,34.92046879,-120.4345408,"230 E Betteravia Rd Ste V Santa Maria, CA 93454"
Pacific Health Foods,"Health Markets, Juice Bars & Smoothies",94,4.5,93013,34.398436,-119.5187939,"944 Linden Ave Carpinteria, CA 93013"
The Baker's Table,"Bakeries, Sandwiches, Coffee & Tea",93,4.5,93460,34.61169,-120.08101,"3563 Numancia St Ste 104 Santa Ynez, CA 93460"
Tino's Italian Grocery,"Sandwiches, Delis, International Grocery",93,4.5,93101,34.4191188,-119.7045917,"210 W Carrillo St Santa Barbara, CA 93101"
The Boys Restaurant,"American (Traditional), Breakfast & Brunch",92,3.5,93454,34.95369339,-120.4250946,"117 N College Dr Santa Maria, CA 93454"
QQ Aloha BBQ,"Asian Fusion, Barbeque, Hawaiian",92,4,93436,34.6609612,-120.4623923,"515 W Central Ave Unit B Lompoc, CA 93436"
Three Pickles,"Sandwiches, Delis",92,4,93117,34.43317792,-119.8295673,"420 S Fairview Ave Goleta, CA 93117"
Jimmys' Bravo Pizza,Pizza,91,4.5,93454,34.92066,-120.43352,"230 Betteravia Rd Ste D Santa Maria, CA 93454"
El Palenque Mexican Restaurant,Mexican,91,3.5,93458,34.94535,-120.43643,"715 S Broadway Santa Maria, CA 93458"
Ramen Kotori,Ramen,91,4,93463,34.59529,-120.141454,"1618 Copenhagen Dr Solvang, CA 93463"
Taqueria Rincon Alteno,Mexican,90,3.5,93013,34.40519,-119.52958,"4414 Via Real Carpinteria, CA 93013"
Ike’s Love & Sandwiches,Sandwiches,90,4,93101,34.43074142,-119.7142658,"1936 State St Santa Barbara, CA 93101"
High Roller Tiki Lounge,"Tiki Bars, Wine Bars, Cocktail Bars",89,4,93463,34.5941,-120.1392,"433 Alisal Rd Solvang, CA 93463"
Lompoc Restaurant,"Diners, Breakfast & Brunch, American (Traditional)",88,2.5,93436,34.6526,-120.45812,"925 N H St Lompoc, CA 93436"
Tom's Take Out,American (Traditional),88,4.5,93458,34.95287836,-120.4460018,"826 W Main St Santa Maria, CA 93458"
Rusty's Pizza Parlor,"Pizza, Chicken Wings, Sandwiches",87,2.5,93117,34.4287857,-119.8695051,"270 Storke Rd Goleta, CA 93117"
Mojo Asian Fusion Café,"Asian Fusion, Comfort Food, Bubble Tea",87,4,93117,34.411968,-119.854799,"6530 Seville Rd Ste 103 Isla Vista, CA 93117"
The Habit Burger Grill,"Burgers, Sandwiches",86,4,93436,34.6621433,-120.4582674,"1413 N H St Lompoc, CA 93436"
Burrito Loco,Mexican,86,3.5,93427,34.60993195,-120.1898346,"175 McMurray Rd Buellton, CA 93427"
The Garden Market,"Beer, Wine & Spirits, American (New)",85,3.5,93013,34.4064277,-119.5472823,"3811 Santa Claus Ln Carpinteria, CA 93013"
Cristino's Bakery,"Bakeries, Coffee & Tea, Sandwiches",85,5,93117,34.432215,-119.8481,"170 Aero Camino Goleta, CA 93117"
Tacos El Tizon,Mexican,85,4,93436,34.6569302,-120.458691,"1145 North H St Ste C Lompoc, CA 93436"
Jersey Mike's Subs,"Delis, Fast Food, Sandwiches",85,3,93117,34.429515,-119.872526,"7034 Market Place Dr Goleta, CA 93117"
Pattibakes,"Bakeries, Coffee & Tea, Sandwiches",84,4.5,93427,34.60981,-120.18719,"240 E Hwy 246 Buellton, CA 93427"
Taco's To Go,Mexican,84,4,93013,34.3974025,-119.5200039,"794 Linden Ave Carpinteria, CA 93013"
Jovi's Delights,"Bakeries, Custom Cakes",84,4,93454,34.95356,-120.42953,"507 E Main St Santa Maria, CA 93454"
Taco Roco,Mexican,83,3.5,93427,34.612902,-120.194376,"245 Avenue Of The Flags Buellton, CA 93427"
Budget Cafe,Cafes,82,3,93436,34.638509,-120.4479687,"832 E Ocean Ave Lompoc, CA 93436"
Chumash Cafe,American (Traditional),82,3.5,93460,34.6099334,-120.0865621,"3400 East Hwy 246 Santa Ynez, CA 93460"
Coast & Olive,"American (New), Italian, French",80,4.5,93108,34.4214049,-119.6406658,"1295 Coast Village Rd Montecito, CA 93108"
The Food Liaison,"Cafes, Caterers, Cooking Schools",80,4.5,93013,34.39592476,-119.5137759,"1033 Casitas Pass Rd Carpinteria, CA 93013"
El Palmar,Mexican,79,4,93436,34.6387694,-120.4493073,"722 E Ocean Ave Lompoc, CA 93436"
Apiary,"Breweries, Cideries, Kombucha",78,5,93013,34.4039083,-119.5341323,"4191 Carpinteria Ave Carpinteria, CA 93013"
Old Town Kitchen & Bar,"Wine Bars, Beer Bar, Diners",78,4.5,93436,34.639234,-120.454335,"319 E Ocean Ave Lompoc, CA 93436"
Jeannine's American Bakery Restaurant,"Coffee & Tea, American (Traditional)",78,4.5,93117,34.431189,-119.8740625,"7060 Hollister Ave Ste 105 Goleta, CA 93117"
El Sitio,Mexican,78,3.5,93117,34.43728256,-119.8304291,"102 S Fairview Ave Goleta, CA 93117"
Danny's Deli Bait & Tackle,"Delis, Car Wash, Hunting & Fishing Supplies",78,4,93013,34.4,-119.51923,"4890 Carpinteria Ave Carpinteria, CA 93013"
Domino's Pizza,"Pizza, Chicken Wings, Sandwiches",77,2.5,93117,34.41199493,-119.8574524,"955 Embarcadero Del Mar Goleta, CA 93117"
China One Restaurant,Chinese,77,3.5,93455,34.863981,-120.416349,"1140 E Clark Ave Santa Maria, CA 93455"
King Falafel,"Sandwiches, Falafel, Burgers",77,3,93454,34.96304,-120.43535,"1024 N Broadway Santa Maria, CA 93454"
Sam's To Go,"Sandwiches, American (New)",77,4.5,93109,34.400863,-119.722647,"315 Meigs Rd Ste I Santa Barbara, CA 93109"
V Star Buffet,"Buffets, Chinese",76,2,93454,34.9341142,-120.4361277,"1451 S Bwy Santa Maria, CA 93454"
Taqueria La Coqueta,"Mexican, Fast Food, Seafood",76,3.5,93454,34.93105698,-120.4346237,"1610 S McClelland St Santa Maria, CA 93454"
Ming Dynasty,"Chinese, Buffets, Seafood",74,3.5,93454,34.92303,-120.43732,"2011 S Broadway Ste E Santa Maria, CA 93454"
Taco Ranchero,"Mexican, Salad, Soup",74,4,93458,34.9457141,-120.4357323,"108 E Jones St Santa Maria, CA 93458"
El Pueblito Restaurant,Mexican,73,3.5,93458,34.94725,-120.45426,"603 S Blosser Rd Santa Maria, CA 93458"
Domino's Pizza,"Pizza, Chicken Wings, Sandwiches",72,1.5,93436,34.64933,-120.45707,"700C N H St Lompoc, CA 93436"
River Grill At the Alisal,American (New),72,4,93463,34.58649,-120.136733,"150 Alisal Rd Solvang, CA 93463"
El Herradero,Mexican,72,4,93458,34.95522358,-120.4533584,"214 N Blosser Rd Santa Maria, CA 93458"
Baan Thai,Thai,71,4.5,93455,34.9137517,-120.4357251,"2530 H S Broadway Santa Maria, CA 93455"
Sushi Bar 29,"Japanese, Sushi Bars, Noodles",71,5,93101,34.422269,-119.705324,"1134 Chapala St Santa Barbara, CA 93101"
Wabi Sabi,Sushi Bars,70,4.5,93101,34.42369048,-119.7072449,"38 W Victoria St Ste 119 Santa Barbara, CA 93101"
Revolver,Pizza,69,4.5,93101,34.41838,-119.716059,"1429 San Andres St Santa Barbara, CA 93101"
Ricky's House of Pizza,"Pizza, Italian",69,3.5,93455,34.865911,-120.419383,"4869 S Bradley Rd Ste 106 Santa Maria, CA 93455"
The 'A' Street Cafe,"Cafes, Breakfast & Brunch, Sandwiches",69,4.5,93455,34.91543,-120.46511,"2445 A St Santa Maria, CA 93455"
Yummy Donut & Deli,"Donuts, Sandwiches, Delis",69,4.5,93454,34.931263,-120.437223,"1609 South Broadway Santa Maria, CA 93454"
Bill's Take Out,"Burgers, Fast Food",69,4.5,93454,34.95830917,-120.4361725,"523 N Broadway Santa Maria, CA 93454"
Secret Bao,Asian Fusion,69,4.5,93101,34.42447694,-119.7035096,"1201 Anacapa St Santa Barbara, CA 93101"
Jim's Burgers,"Burgers, Sandwiches, Cheesesteaks",68,4,93454,34.94469,-120.43621,"729 S Broadway Santa Maria, CA 93454"
Elubia's Kitchen,"Latin American, Gluten-Free, Mexican",68,4.5,93117,34.4347064,-119.8257806,"325 Rutherford St Ste D Goleta, CA 93117"
Taqueria Santa Barbara,"Tacos, Beer Bar",68,4.5,93101,34.423414,-119.705272,"1213 State St Ste A Santa Barbara, CA 93101"
IHOP,"American (Traditional), Breakfast & Brunch, Burgers",68,3,93454,34.95167,-120.41615,"202 Nicholson Ave SANTA MARIA, CA 93454"
Giavanni's Pizza,"Pizza, Italian, Sandwiches",67,3,93455,34.86355972,-120.4181976,"1108 E Clark Ave Ste 130 Santa Maria, CA 93455"
Coffee Cabin,Coffee & Tea,67,4.5,93427,34.6103504,-120.1858675,"264 East Hwy 246 Buellton, CA 93427"
Dean: A Coffee Shop,"Coffee & Tea, Coffee Roasteries",67,4.5,93117,34.4345875,-119.8356438,"6100 Hollister Ave Unit 1 Goleta, CA 93117"
Burrito Loco Restaurant,Mexican,67,3,93436,34.66169357,-120.4562607,"1412 N H St Lompoc, CA 93436"
Costco Food Court,"Food Court, Hot Dogs, Pizza",66,4,93117,34.42779,-119.874784,"7095 Market Pl Dr Goleta, CA 93117"
Panda Express,"Chinese, Fast Food",66,2.5,93117,34.441624,-119.832865,"131 N Fairview Ave Goleta, CA 93117"
Montecito Gourmet by Village Cheese & Wine,"Cheese Shops, Delis, Wine Bars",66,4.5,93108,34.43659973,-119.6330719,"1485 E Valley Rd Ste 14 Santa Barbara, CA 93108"
Valentino's Take N Bake Pizza,"Pizza, Sandwiches, Salad",65,4.5,93110,34.4399797,-119.7703876,"4421 Hollister Ave Santa Barbara, CA 93110"
The Century Room,"Breakfast & Brunch, American (New)",64,3.5,93454,34.9438,-120.43674,"801 S Broadway Santa Maria, CA 93454"
Los Arroyos Mexican Restaurant & Take Out,"Mexican, Breakfast & Brunch",64,3.5,93117,34.441445,-119.8251323,"5764 Calle Real Goleta, CA 93117"
Sear Steakhouse,"Steakhouses, Cocktail Bars, Wine Bars",64,5,93463,34.59549,-120.14365,"478 4th Pl Solvang, CA 93463"
Panino,"Sandwiches, Salad, Soup",64,3.5,93117,34.4413106,-119.8227389,"5666 Calle Real Goleta, CA 93117"
Roof Top Bistro & Bar,"Bars, American (New), Burgers",64,4,93117,34.43079,-119.86881,"6878 Hollister Ave Goleta, CA 93117"
Rice Bowl,Chinese,63,3,93436,34.6393,-120.45874,"117 W Ocean Ave Lompoc, CA 93436"
El Taco De Mexico,Mexican,63,4,93454,34.9457793,-120.4361292,"701 S Broadway Santa Maria, CA 93454"
Deckers,Burgers,61,3.5,93454,34.951964,-120.432851,"381 Town Ctr E Santa Maria, CA 93454"
The Habit Burger Gril,Burgers,60,3.5,93454,34.923992,-120.420434,"985 E Betteravia Rd Santa Maria, CA 93454"
Yona Redz,"Tacos, Latin American",60,4.5,93101,34.41761581,-119.6963457,"532 State St Santa Barbara, CA 93101"
Vaqueras,"Mexican, Food Trucks",60,4,93454,34.96251,-120.43471,"117 E Mcelhany Ave Santa Maria, CA 93454"
Vons Chicken,"Korean, Soul Food, Chicken Wings",60,4,93117,34.412064,-119.85749,"955 Embarcadero Del Mar Unit F Isla Vista, CA 93117"
Little Dom's Seafood,"Pizza, Italian, Seafood",59,4,93013,34.3967075,-119.5206537,"686 Linden Ave Carpinteria, CA 93013"
The Habit Burger Grill,"Burgers, Sandwiches",58,3.5,93427,34.6115448,-120.1882678,"205 E Hwy 246 Ste 101 Buellton, CA 93427"
Sushi | Bar Montecito,Sushi Bars,57,5,93108,34.42116,-119.6405,"1295 Coast Village Rd Montecito, CA 93108"
La Vera Pizzeria,Pizza,55,4,93454,34.95083638,-120.4370333,"239 Town Ctr W Santa Maria, CA 93454"
The Habit,Burgers,55,4,93117,34.41325577,-119.8551922,"888 Embarcadero Del Norte Isla Vista, CA 93117"
El Sitio,Mexican,55,4,93117,34.4328449,-119.8842221,"7398 Calle Real Goleta, CA 93117"
Tacos y Mariscos La Michoacana,Mexican,55,3.5,93436,34.653965,-120.4490049,"1009 N A St Lompoc, CA 93436"
Mountain Mike's Pizza,Pizza,54,3.5,93454,34.9712524,-120.4381768,"1729 North Broadway Santa Maria, CA 93454"
Domino's Pizza,"Pizza, Chicken Wings, Sandwiches",54,3,93463,34.59631,-120.1396,"1655 Mission Dr Solvang, CA 93463"
Loring Wine Company,Wineries,53,4.5,93427,34.6145814,-120.1996537,"201 Industrial Way Ste B Buellton, CA 93427"
BBQ In The Stix,"Food Trucks, Barbeque",53,5,93454,34.9548111,-120.4286575,"Santa Maria, CA 93454"
Treehouse Restaurant,American (Traditional),52,3,93105,34.4406149,-119.7493414,"3860 State St Santa Barbara, CA 93105"
The Daisy Restaurant,"Farmers Market, American (New)",52,4.5,93101,34.42362,-119.70549,"1221 State St Santa Barbara, CA 93101"
Sideways Lounge,"Cocktail Bars, Lounges, American (New)",51,3.5,93427,34.61136,-120.191525,"114 E Hwy 246 Buellton, CA 93427"
Pizza Shack,Pizza,51,4,93460,34.61177,-120.0828,"3521 Numancia St Santa Ynez, CA 93460"
Cafe San Martin,Mexican,50,2.5,93436,34.63958,-120.44862,"112 N A St Lompoc, CA 93436"
Deli Delicias & Fresh,"Mexican, Delis",50,5,93458,34.9529257,-120.4387651,"110 S Pine St Ste 105 Santa Maria, CA 93458"
Mariscos La Rancherita,"Seafood, Tacos",49,4,93427,34.614492,-120.193455,"375 Ave of the flags Buellton, CA 93427"
La Hacienda Mexican Restaurant,Mexican,49,4,93117,34.43505855,-119.8264455,"298 Pine Ave Goleta, CA 93117"
brewLAB,Breweries,48,4.5,93013,34.4039078,-119.5341339,"4191 Carpinteria Ave Ste 8 Carpinteria, CA 93013"
Panda Express,"Chinese, Fast Food",48,2.5,93427,34.6114401,-120.188029,"211 E Hwy 246 Ste 101 Buellton, CA 93427"
Taco Roco,Mexican,48,3,93463,34.60000507,-120.1274422,"606 Alamo Pintado Rd Solvang, CA 93463"
Buscador Wine,Wine Tasting Room,47,5,93427,34.612763,-120.199718,"140 Industrial Way Unit D Buellton, CA 93427"
La Tapatia,Mexican,47,3,93117,34.4358991,-119.8254527,"5764 Hollister Ave Goleta, CA 93117"
TEAklish Boba & Cafe,"Coffee & Tea, Bubble Tea",47,4.5,93436,34.6609621,-120.4624245,"517 W Central Ave Lompoc, CA 93436"
Mariscos Ensenada,"Seafood, Mexican",46,3.5,93458,34.95401041,-120.4530209,"1127 W Main St Ste C Santa Maria, CA 93458"
Great Scott's Pizza,Pizza,45,3,93454,34.936394,-120.437455,"1437 S Broadway Santa Maria, CA 93454"
Pizza Hut,"Pizza, Italian, Chicken Wings",45,2,93454,34.953485,-120.425153,"743 E Main St Santa Maria, CA 93454"
Tyler's Donuts,"Donuts, Coffee & Tea",45,4,93013,34.3946609,-119.5129325,"1002 Casitas Pass Rd Carpinteria, CA 93013"
IHOP,"Breakfast & Brunch, American (Traditional), Burgers",45,2.5,93013,34.39606,-119.51262,"1114 Casitas Pass Rd Carpinteria, CA 93013"
The Tavern at Zaca Creek,"Steakhouses, Cocktail Bars, American (New)",45,4,93427,34.63608,-120.1871,"1297 Jonata Park Rd Buellton, CA 93427"
Kaiju,"Japanese, Bubble Tea, Asian Fusion",45,4,93117,34.41291,-119.857334,"901 Embarcadero Del Mar Isla Vista, CA 93117"
Mezza Thyme,Mediterranean,45,5,93101,34.41819,-119.69596,"20 E Cota St Santa Barbara, CA 93101"
Blaze Pizza,"Pizza, Salad, Fast Food",44,3.5,93436,34.66158,-120.4582,"1405 N H St Lompoc, CA 93436"
Pearl East Chinese Restaurant,Chinese,44,3.5,93458,34.93231,-120.43767,"1559 Stowell Ctr Plz Santa Maria, CA 93458"
Rusty's Pizza Parlor,"Pizza, Salad, Chicken Wings",43,3,93117,34.44193,-119.82864,"5934 Calle Real Goleta, CA 93117"
Bob's Well Bread Bakery,"Bakeries, Cafes, Sandwiches",43,4,93463,34.63611,-120.11489,"2449 Baseline Ave Solvang, CA 93463"
Panda Express,"Chinese, Fast Food",42,2.5,93101,34.439041,-119.749199,"3849 State St Space I-58 Spc I-58 Santa Barbara, CA 93101"
China Wok,Chinese,42,2.5,93454,34.96339417,-120.4360428,"1103 N Broadway Santa Maria, CA 93454"
Angeles de Puebla,Mexican,42,4,93454,34.91947872,-120.4364499,"2255 S Broadway Ste 11 Santa Maria, CA 93454"
Hangar 7,"Pizza, Wine Bars",41,4.5,93436,34.63909695,-120.4582631,"107 W Ocean Ave Lompoc, CA 93436"
Coffee Time,"Coffee & Tea, Juice Bars & Smoothies",41,4.5,93436,34.64575958,-120.4573975,"508 North H St Lompoc, CA 93436"
La Pasadita Oaxaqueña,Mexican,41,4.5,93434,34.968252,-120.574104,"797 Guadalupe St Guadalupe, CA 93434"
Z's - Taphouse & Grill,"Sports Bars, Pizza, American (Traditional)",40,3.5,93117,34.44082,-119.82867,"5925 Calle Real Goleta, CA 93117"
Biergarten,"Beer Gardens, Hot Dogs, Pizza",40,4.5,93101,34.41339,-119.68894,"11 Anacapa St Santa Barbara, CA 93101"
Stefono’s Sapori D’ Italia,"Food Trucks, Hot Dogs, Sandwiches",40,5,93455,34.917927,-120.437743,"2340 Professional Pkwy Ste 160 Santa Maria, CA 93455"
Santa Ynez Burrito,Mexican,40,4,93460,34.611771,-120.082222,"1051 Edison St Santa Ynez, CA 93460"
Standing Sun Wines,Wineries,39,4.5,93427,34.61518849,-120.1903385,"92 2nd St Unit D Buellton, CA 93427"
Carl's Jr,"Fast Food, Burgers",39,2.5,93013,34.40249707,-119.5248461,"4610 Carpinteria Ave Carpinteria, CA 93013"
Nella Kitchen & Bar,"American (Traditional), Bars",38,4.5,93441,34.664835,-120.114816,"2860 Grand Ave Los Olivos, CA 93441"
Cailloux Cheese Shop,Cheese Shops,38,4.5,93463,34.5962198,-120.139421,"1661 Mission Dr Solvang, CA 93463"
Wingstop,Chicken Wings,37,3.5,93436,34.66206,-120.45837,"1413 N H St Lompoc, CA 93436"
Happy Dayz Carhop,"Diners, Burgers, American (Traditional)",37,3.5,93454,34.95336358,-120.428805,"603 E Main St Santa Maria, CA 93454"
Jack in the Box,"Burgers, Fast Food, Tacos",37,2,93427,34.61036955,-120.1862535,"250 E Highway 246 Buellton, CA 93427"
Super Grill,Mexican,37,4,93436,34.65221172,-120.4574067,"910 N H St Lompoc, CA 93436"
Fosters Freeze,"Ice Cream & Frozen Yogurt, Burgers, American (Traditional)",36,3,93436,34.63855362,-120.4440308,"1120 East Ocean Lompoc, CA 93436"
Del Valle Grill,Mexican,36,4,93117,34.43598557,-119.8248596,"5746 Hollister Ave Goleta, CA 93117"
Domino's Pizza,"Pizza, Chicken Wings, Sandwiches",36,2,93454,34.953632,-120.426322,"713 E Main St Santa Maria, CA 93454"
Giant Manhattan Pizza,Pizza,35,4,93436,34.69113587,-120.4364023,"1412 Burton Mesa Blvd Lompoc, CA 93436"
Vintner's Bar & Grill,"Bars, American (Traditional)",35,3.5,93454,34.896661,-120.445044,"3455 Skyway Dr Santa Maria, CA 93454"
McDonald's,"Fast Food, Burgers, Coffee & Tea",35,2,93436,34.65156428,-120.458235,"835 N H St Lompoc, CA 93436"
Casa Don Roge,Mexican,34,4,93013,34.39942583,-119.5189058,"4928 Carpinteria Ave Carpinteria, CA 93013"
La Paloma Cafe,"Barbeque, Mexican",33,4.5,93101,34.420021,-119.696867,"702 Anacapa St Santa Barbara, CA 93101"
Elmer's,Bars,33,3,93455,34.86546,-120.44677,"115 E Clark Ave Santa Maria, CA 93455"
JJ’s Diner,"Breakfast & Brunch, Diners",32,4.5,93101,34.416009,-119.694897,"413 State St Santa Barbara, CA 93101"
Jack in the Box,"Fast Food, Burgers, Tacos",32,2,93436,34.64670351,-120.458098,"539 N H St Lompoc, CA 93436"
Heat Culinary,"Food Trucks, Caterers, Cooking Classes",32,5,93013,34.40179,-119.52358,"4642 Carpinteria Ave Carpinteria, CA 93013"
Taco Loco,Mexican,32,3.5,93436,34.66121,-120.45878,"129 W Central Ave Ste C1 Lompoc, CA 93436"
Pizza Hut,"Pizza, Italian, Chicken Wings",31,2.5,93436,34.66263444,-120.4639373,"625 W Central Ave Ste A Lompoc, CA 93436"
Lompoc Donuts,Donuts,30,4.5,93436,34.64399,-120.45741,"400 N H St Lompoc, CA 93436"
Orcutt Burgers,"Burgers, Breakfast & Brunch",30,3.5,93436,34.70161,-120.46528,"3787 Constellation Rd Lompoc, CA 93436"
Taco Loco,Mexican,30,4,93436,34.63862,-120.45632,"200 E Ocean Ave Lompoc, CA 93436"
Decadence Wedding Cakes,"Desserts, Wedding Planning",30,5,93427,34.61450577,-120.1997223,"201 Industrial Way Ste C Buellton, CA 93427"
Wingstop,Chicken Wings,29,3,93105,34.43926,-119.749195,"3849 State St Ste 163 Santa Barbara, CA 93105"
Mountain Mike's Pizza,Pizza,28,3,93455,34.919935,-120.4212611,"2228 S  Bradley Rd Santa Maria, CA 93455"
Tortilleria La Reyna,Mexican,28,3,93436,34.639331,-120.461952,"401 W Ocean Ave Lompoc, CA 93436"
Alisal Cellars,"Beer Bar, Mexican, Cocktail Bars",28,4.5,93463,34.59469,-120.13808,"448 Alisal Rd Ste A Solvang, CA 93463"
Solvang Olive Press,Olive Oil,28,4.5,93463,34.5949792,-120.1386189,"463 Alisal Rd Solvang, CA 93463"
Little Caesars,Pizza,27,3,93117,34.43757,-119.83096,"109 S Fairview Ave Goleta, CA 93117"
Wendy's,"Fast Food, Burgers",27,2.5,93436,34.655948,-120.45729,"1102 N. H Street Lompoc, CA 93436"
Sam's To Go,"Delis, Sandwiches, Soup",27,3,93117,34.42990208,-119.8671682,"6831 Hollister Ave Goleta, CA 93117"
Silk Road’s Kitchen,"Mediterranean, Sandwiches, Fast Food",27,4.5,93463,34.5942672,-120.1389384,"435 Alisal Rd Solvang, CA 93463"
Toños Restaurant,Mexican,26,2.5,93427,34.61622,-120.19237,"501 Avenue of the Flags Buellton, CA 93427"
Starting Gate Restaurant At the Marriott,American (New),25,4,93427,34.61545181,-120.1885605,"555 McMurray Rd Buellton, CA 93427"
Taco Bell,"Fast Food, Mexican",25,3,93427,34.612186,-120.1893,"191 E Highway 246 Buellton, CA 93427"
Taqueria Don Tacho,Mexican,24,4,93436,34.647756,-120.457303,"614 North H St Lompoc, CA 93436"
The Bread Board Deli,"Delis, Sandwiches",24,4,93436,34.6430999,-120.45743,"322 N H St Ste B Lompoc, CA 93436"
Little Caesars,Pizza,23,1.5,93454,34.9218184,-120.4357951,"2120 S Broadway Santa Maria, CA 93454"
Enjoy Bagels & Sweets,"Bakeries, Bagels, Cupcakes",23,5,93427,34.609324,-120.185873,"270 E Highway 246 Buellton, CA 93427"
Carl's Jr,"Burgers, Fast Food",23,1.5,93427,34.61084364,-120.1888797,"208 E Hwy 246 Buellton, CA 93427"
Fiesta Market & Deli,Mexican,23,4,93013,34.40210342,-119.5278091,"4502 Carpinteria Ave Carpinteria, CA 93013"
P.J.'s Deli,"Delis, Sandwiches",23,4,93436,34.64697562,-120.4581483,"128 W College Ave Lompoc, CA 93436"
Valley Juice,"Juice Bars & Smoothies, Shaved Ice, Sandwiches",23,4.5,93436,34.638604,-120.462339,"410 W Ocean Ave Ste F Lompoc, CA 93436"
Little Caesar's Pizza,Pizza,22,2,93436,34.65643,-120.45857,"1133 N H St Lompoc, CA 93436"
Feast: The Cafe at Field + Fort,"Cafes, Coffee & Tea",22,4,93067,34.41931883,-119.5914172,"2580 Lillie Ave Summerland, CA 93067"
Carl's Jr,"Fast Food, Burgers",22,2.5,93436,34.64801352,-120.4581599,"625 N H St Lompoc, CA 93436"
Hitching Post Wines,Wine Tasting Room,22,4.5,93427,34.6083123,-120.180872,"420 E Hwy 246 Buellton, CA 93427"
The Homestead Deli,Delis,22,4,93455,34.86539292,-120.4469037,"105 E Clark Ave Orcutt, CA 93455"
Carniceria La Mexicana,Mexican,21,4,93436,34.63713,-120.45956,"201 S I St Lompoc, CA 93436"
Portabella,American (Traditional),21,4,93454,34.979247,-120.433433,"2100 N Broadway Santa Maria, CA 93454"
